step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFlaggedFraud
186,TRANSFER,304472.46,C1435733286,304472.46,0.0,C1100493730,0.0,0.0,0
467,CASH_OUT,144283.42,C1478536822,144283.42,0.0,C1266929646,0.0,144283.42,0
334,CASH_IN,118712.48,C570704180,150631.0,269343.48,C1629654729,789471.94,670759.46,0
204,CASH_OUT,437413.28,C1156579737,0.0,0.0,C1220894402,1433817.75,1871231.04,0
536,TRANSFER,844213.81,C219417445,844213.81,0.0,C391747525,0.0,0.0,0
324,CASH_IN,288520.49,C355740676,441.0,288961.49,C1896136523,4196.76,0.0,0
358,PAYMENT,10245.4,C1009926068,277674.0,267428.6,M1313761999,0.0,0.0,0
16,TRANSFER,828720.89,C1422357582,828720.89,0.0,C366986030,0.0,0.0,0
20,CASH_OUT,545920.98,C1979124243,8346.01,0.0,C1292966728,2404612.11,2950533.09,0
259,CASH_OUT,151772.1,C819250321,69538.0,0.0,C371022181,0.0,151772.1,0
397,CASH_OUT,387408.11,C180844213,387408.11,0.0,C2083128008,187203.74,574611.85,0
171,CASH_OUT,6501296.36,C1026263737,6501296.36,0.0,C45760834,0.0,6501296.36,0
231,CASH_IN,56977.6,C1714206228,9954.0,66931.6,C1091928144,54785.63,0.0,0
196,CASH_OUT,553399.25,C680994406,553399.25,0.0,C221622307,147929.48,701328.74,0
383,TRANSFER,150406.91,C1145944802,150406.91,0.0,C1787507193,0.0,0.0,0
16,CASH_OUT,176253.56,C840935623,11728.0,0.0,C611138199,665058.91,376858.31,0
492,CASH_OUT,56237.67,C374530675,187.0,0.0,C1005795076,0.0,56237.67,0
134,CASH_IN,131722.19,C2094502232,10996.0,142718.19,C2145815766,0.0,0.0,0
397,TRANSFER,2107997.33,C957688108,2107997.33,0.0,C875169937,0.0,0.0,0
9,TRANSFER,361559.69,C1287719145,361559.69,0.0,C352239275,0.0,141302.12,0
306,CASH_IN,306241.49,C596756719,7752855.46,8059096.95,C965270916,344282.64,38041.15,0
462,TRANSFER,46190.9,C2067653411,46190.9,0.0,C1402116137,0.0,0.0,0
276,DEBIT,3064.33,C1878581353,0.0,0.0,C1276541408,768451.08,771515.42,0
114,CASH_OUT,2908264.69,C784554482,2908264.69,0.0,C669471346,2786059.72,5694324.4,0
282,PAYMENT,4075.23,C1462311312,0.0,0.0,M198167162,0.0,0.0,0
540,TRANSFER,1989311.31,C1191467360,1989311.31,0.0,C1694026164,0.0,0.0,0
166,CASH_OUT,131624.71,C823896087,49863.0,0.0,C997875932,0.0,131624.71,0
253,PAYMENT,5770.09,C472961017,0.0,0.0,M1351495601,0.0,0.0,0
44,PAYMENT,28808.64,C416721007,0.0,0.0,M1987634907,0.0,0.0,0
186,CASH_OUT,304472.46,C1232941779,304472.46,0.0,C1642986177,0.0,304472.46,0
462,TRANSFER,67921.66,C244092764,67921.66,0.0,C1927485075,0.0,0.0,0
162,PAYMENT,10030.92,C1508448076,49975.0,39944.08,M221613064,0.0,0.0,0
481,CASH_OUT,130668.56,C1722932683,130668.56,0.0,C1992581465,2403740.71,2534409.27,0
20,TRANSFER,167740.27,C639811313,0.0,0.0,C1873831225,2451848.28,2619588.55,0
502,CASH_OUT,669536.75,C776030932,669536.75,0.0,C407092830,178669.97,848206.72,0
485,TRANSFER,1425802.24,C899490900,1425802.24,0.0,C1200745570,0.0,0.0,0
182,CASH_OUT,166323.01,C1095268826,166323.01,0.0,C1721762273,0.0,166323.01,0
34,CASH_OUT,200051.97,C684675905,18330.0,0.0,C903247243,0.0,200051.97,0
309,TRANSFER,368034.45,C356351024,0.0,0.0,C737231035,496127.46,864161.91,0
139,CASH_IN,160619.87,C1917006220,8625661.78,8786281.65,C2019943212,2248687.02,2088067.15,0
180,CASH_OUT,887941.44,C1115286085,887941.44,0.0,C1695441224,69603.07,957544.51,0
480,CASH_OUT,644781.76,C541658626,644781.76,0.0,C911995008,0.0,644781.76,0
10,CASH_OUT,2662734.59,C813115168,2662734.59,0.0,C401825929,14165.62,2930405.33,0
247,TRANSFER,333082.71,C1332702654,333082.71,0.0,C858197889,0.0,0.0,0
256,TRANSFER,172204.47,C1286292989,8009.0,0.0,C1475630781,184209.8,356414.27,0
283,CASH_IN,118202.08,C534755989,7044986.87,7163188.95,C1616476276,474826.89,356624.82,0
297,CASH_IN,187103.44,C1907719201,5601890.5,5788993.94,C738649151,283076.58,95973.13,0
170,TRANSFER,6302888.93,C1224347529,6302888.93,0.0,C938248377,0.0,0.0,0
42,CASH_IN,48128.2,C1410053048,722085.11,770213.31,C805006582,4914779.96,4866651.76,0
411,CASH_OUT,10000000.0,C1299526002,10000000.0,0.0,C1744662180,0.0,10000000.0,0
13,PAYMENT,14518.09,C1334594778,0.0,0.0,M933636127,0.0,0.0,0
135,CASH_OUT,158016.87,C138067561,0.0,0.0,C1837540459,581052.35,739069.22,0
117,CASH_OUT,16671.29,C93029776,16671.29,0.0,C13750897,794922.06,811593.35,0
183,TRANSFER,5566.14,C1386471589,5566.14,0.0,C827527854,0.0,0.0,0
80,CASH_OUT,244814.12,C696147355,244814.12,0.0,C1941798570,7106855.47,7351669.59,0
149,CASH_OUT,5477272.72,C478532233,5477272.72,0.0,C1188145688,0.0,5477272.72,0
149,TRANSFER,861406.83,C1138260378,861406.83,0.0,C944216727,0.0,0.0,0
162,PAYMENT,25763.52,C222135080,57998.0,32234.48,M1572186612,0.0,0.0,0
212,TRANSFER,927620.44,C533316597,927620.44,0.0,C762597253,0.0,0.0,0
488,TRANSFER,326052.83,C726617458,326052.83,0.0,C1996615895,0.0,0.0,0
273,PAYMENT,7740.64,C1627307004,120.0,0.0,M1744707477,0.0,0.0,0
331,CASH_OUT,99681.07,C2036730121,0.0,0.0,C239409657,214306.4,313987.46,0
260,CASH_OUT,240586.71,C1685182161,16727.0,0.0,C1649452467,479568.84,720155.55,0
153,PAYMENT,19648.79,C1179669877,948.0,0.0,M727114232,0.0,0.0,0
79,CASH_OUT,353045.35,C1947418069,353045.35,0.0,C615914680,981978.74,1335024.09,0
132,CASH_OUT,405067.69,C559033574,0.0,0.0,C1821724842,457634.24,862701.93,0
504,CASH_OUT,138048.52,C35858617,138048.52,0.0,C134087262,0.0,138048.52,0
16,TRANSFER,655239.2,C337498672,83493.0,0.0,C189642865,0.0,655239.2,0
695,TRANSFER,665676.43,C53387577,665676.43,0.0,C1328394120,0.0,0.0,0
464,TRANSFER,125464.42,C132433393,125464.42,0.0,C254097050,0.0,0.0,0
22,CASH_OUT,239646.72,C663158205,239646.72,0.0,C1104558647,2208970.26,2448616.98,0
352,CASH_OUT,614145.31,C2100152368,614145.31,0.0,C413537349,0.0,614145.31,0
306,CASH_OUT,36516.59,C702263296,0.0,0.0,C553308084,11324146.96,11360663.55,0
595,TRANSFER,2209035.37,C445829500,2209035.37,0.0,C808764637,0.0,0.0,0
658,CASH_OUT,619824.64,C989559547,619824.64,0.0,C537664657,1420676.78,2040501.42,0
399,CASH_OUT,22505.99,C698667561,0.0,0.0,C72650567,170676.21,193182.2,0
20,CASH_OUT,292407.97,C559447587,0.0,0.0,C40414363,995916.55,1288324.52,0
337,CASH_OUT,658637.38,C1494570595,658637.38,0.0,C975876326,0.0,658637.38,0
192,TRANSFER,1489970.0,C850343949,1489970.0,0.0,C1016060070,0.0,0.0,0
336,CASH_OUT,786573.0,C1420516343,786573.0,0.0,C567741813,0.0,786573.0,0
661,TRANSFER,626195.24,C1473713823,626195.24,0.0,C147889892,0.0,0.0,0
107,TRANSFER,570649.33,C1866696919,570649.33,0.0,C1840997848,0.0,0.0,0
372,CASH_OUT,26345.36,C785010169,137085.0,110739.64,C1100202829,523971.05,550316.42,0
209,CASH_IN,300840.43,C1213132949,7039241.38,7340081.8,C280556441,2530440.27,2229599.84,0
12,CASH_IN,96273.24,C1370823543,49899.0,146172.24,C1891031939,72675.46,0.0,0
58,CASH_OUT,3156421.43,C597790533,3156421.43,0.0,C1365109989,181440.45,3337861.88,0
243,TRANSFER,1290193.08,C2117512947,1290193.08,0.0,C1053414206,0.0,0.0,0
43,CASH_IN,165797.33,C333512014,798678.08,964475.41,C165189826,3566912.2,3401114.87,0
85,TRANSFER,1529614.71,C1096275107,1529614.71,0.0,C541691384,0.0,0.0,0
359,CASH_IN,57232.93,C1027414719,9577759.14,9634992.07,C1955415035,135441.89,78208.96,0
514,PAYMENT,16291.55,C1775158930,201671.28,185379.73,M64653068,0.0,0.0,0
239,TRANSFER,425221.11,C1501009751,425221.11,0.0,C1337988556,0.0,0.0,0
345,CASH_OUT,166271.16,C656954866,166271.16,0.0,C1289924528,971534.25,1137805.42,0
377,CASH_OUT,143148.6,C203374756,23808.0,0.0,C517584820,77314.7,220463.3,0
321,CASH_IN,122079.63,C1437647660,3164883.72,3286963.36,C717481344,191834.29,69754.65,0
150,TRANSFER,1994285.14,C2123396844,1994285.14,0.0,C304787673,0.0,0.0,0
25,CASH_OUT,296333.54,C1938399138,296333.54,0.0,C257884050,3355664.68,3651998.22,0
427,TRANSFER,426173.04,C1427622325,426173.04,0.0,C1382020476,0.0,0.0,0
13,TRANSFER,1161495.82,C1864459372,1161495.82,0.0,C537531657,0.0,0.0,0
183,CASH_OUT,260944.67,C1091661722,0.0,0.0,C332334379,1548644.43,1809589.1,0
403,PAYMENT,15031.21,C1313371853,44184.92,29153.71,M245845282,0.0,0.0,0
207,CASH_IN,152066.09,C239356792,10777.0,162843.09,C1780839855,2107895.46,1955829.37,0
675,CASH_OUT,1091589.88,C9735820,1091589.88,0.0,C158741308,375880.91,1467470.79,0
380,CASH_IN,251396.65,C2042590237,14094187.12,14345583.77,C1610043916,371238.06,224360.81,0
255,CASH_OUT,63906.01,C38286459,0.0,0.0,C1660651851,220962.62,284868.63,0
95,TRANSFER,56745.14,C872526349,56745.14,0.0,C1824885183,0.0,0.0,0
308,PAYMENT,21873.17,C154886830,0.0,0.0,M1767991107,0.0,0.0,0
601,TRANSFER,74854.93,C865504538,74854.93,0.0,C682036673,0.0,0.0,0
164,CASH_OUT,195953.61,C686604153,0.0,0.0,C1991186067,317132.97,513086.59,0
156,CASH_OUT,96958.27,C1790774974,72097.0,0.0,C1297106424,96458.37,193416.64,0
600,CASH_OUT,1649039.58,C1136602497,1649039.58,0.0,C1436350970,1970152.93,3619192.51,0
712,CASH_OUT,16514.64,C776636792,16514.64,0.0,C1609425156,0.0,16514.64,0
156,PAYMENT,9712.36,C1630018262,1184.0,0.0,M781317508,0.0,0.0,0
144,CASH_OUT,225728.83,C313360546,0.0,0.0,C1166807256,1649575.71,1875304.53,0
307,PAYMENT,14617.32,C103031915,20812.0,6194.68,M1173334992,0.0,0.0,0
544,CASH_IN,110158.45,C14614754,3291826.11,3401984.56,C278144053,551486.97,441328.52,0
379,CASH_OUT,284000.25,C1668487774,284000.25,0.0,C1354269038,0.0,284000.25,0
129,CASH_IN,158174.22,C1614383673,1057267.99,1215442.21,C207187958,1606421.45,1448247.23,0
306,CASH_OUT,109730.45,C982994975,0.0,0.0,C1357256856,2205341.31,2315071.76,0
136,CASH_OUT,213452.75,C2012329771,0.0,0.0,C41028788,9570811.05,9784263.79,0
599,TRANSFER,697652.19,C1380882097,697652.19,0.0,C234169662,0.0,0.0,0
154,CASH_OUT,173011.9,C1629764658,446466.0,273454.1,C1179679779,0.0,173011.9,0
351,PAYMENT,1117.8,C474573356,0.0,0.0,M235155827,0.0,0.0,0
138,CASH_OUT,303432.45,C255761581,303432.45,0.0,C389495831,0.0,522695.73,0
247,TRANSFER,802421.39,C1768918738,802421.39,0.0,C1846753958,0.0,0.0,0
686,TRANSFER,1411271.23,C1426773355,1411271.23,0.0,C285961012,0.0,0.0,0
16,CASH_OUT,828720.89,C1002446735,828720.89,0.0,C185805228,9142622.59,10184336.54,0
213,PAYMENT,33227.62,C1450812343,0.0,0.0,M910107196,0.0,0.0,0
657,TRANSFER,41428.9,C1550289532,41428.9,0.0,C1640654311,0.0,0.0,0
332,CASH_OUT,230752.49,C899233426,52418.0,0.0,C183579091,9833776.49,10064528.98,0
357,TRANSFER,74921.74,C1335541144,74921.74,0.0,C887702391,0.0,0.0,0
654,CASH_OUT,48712.12,C356205172,48712.12,0.0,C1034144865,258570.9,307283.02,0
212,TRANSFER,10000000.0,C1531278091,34953893.08,24953893.08,C972530514,0.0,0.0,0
289,CASH_IN,56182.5,C514765780,2885808.76,2941991.26,C269260937,216847.38,160664.88,0
557,CASH_OUT,3571807.73,C458467003,3571807.73,0.0,C837210602,527694.86,4099502.59,0
186,CASH_IN,85804.18,C211317453,2056851.02,2142655.2,C1322638642,1112068.82,1026264.64,0
257,CASH_IN,293210.22,C1143655843,140289.0,433499.22,C1743537755,0.0,0.0,0
650,CASH_OUT,1264551.38,C1956698065,1264551.38,0.0,C1464410535,0.0,1264551.38,0
640,CASH_OUT,49871.73,C981772775,49871.73,0.0,C49776683,500871.89,550743.62,0
406,TRANSFER,106596.14,C476725832,106596.14,0.0,C746130258,0.0,0.0,0
223,CASH_OUT,2308798.26,C2091244147,2308798.26,0.0,C1649766027,771002.6,3079800.87,0
690,CASH_OUT,912950.54,C182496580,912950.54,0.0,C736357191,2316416.53,3229367.07,0
11,PAYMENT,1390.27,C1628150963,110538.42,109148.15,M1899042914,0.0,0.0,0
625,TRANSFER,10000000.0,C1179529142,13020974.53,3020974.53,C2073831661,0.0,0.0,0
165,CASH_OUT,71795.51,C327232920,214945.16,143149.65,C477574606,2821634.71,2893430.21,0
577,TRANSFER,681525.62,C1600390479,681525.62,0.0,C909892782,0.0,0.0,0
455,CASH_OUT,7618.49,C2113537795,7618.49,0.0,C1152345873,0.0,7618.49,0
573,PAYMENT,12032.75,C423465688,40753.0,28720.25,M1372307817,0.0,0.0,0
35,CASH_OUT,171788.82,C432562518,171788.82,0.0,C1529736160,19962.0,0.0,0
439,CASH_OUT,112656.24,C567378649,112656.24,0.0,C1804497744,0.0,112656.24,0
297,CASH_IN,64568.12,C1599464499,9206170.59,9270738.71,C15469781,246098.07,138340.69,0
9,PAYMENT,23315.41,C1715546063,205557.0,182241.59,M1291954309,0.0,0.0,0
353,CASH_IN,144080.23,C689541912,1782916.93,1926997.16,C1530697539,478766.84,334686.61,0
162,CASH_OUT,116349.29,C1019291231,0.0,0.0,C1546524717,6064078.6,6001416.01,0
373,CASH_OUT,463333.32,C1234038182,184.0,0.0,C1541051631,0.0,463333.32,0
395,CASH_OUT,191969.44,C805923472,442.0,0.0,C1098213645,483314.64,675284.07,0
350,CASH_OUT,915672.67,C1425610386,915672.67,0.0,C1547228019,999821.05,1915493.72,0
161,CASH_OUT,328717.31,C1702261790,34105.0,0.0,C1697713748,7210148.5,7538865.81,0
298,CASH_OUT,289171.3,C203555428,0.0,0.0,C158315020,33876876.96,34166048.26,0
288,CASH_OUT,21511.22,C600840707,21511.22,0.0,C1047213176,0.0,21511.22,0
364,CASH_OUT,3116889.41,C1369312276,3116889.41,0.0,C584026670,226218.51,3343107.92,0
183,PAYMENT,25699.65,C1035965027,0.0,0.0,M1133018116,0.0,0.0,0
306,CASH_OUT,4262592.28,C1909269068,4262592.28,0.0,C1758624073,237422.88,4500015.17,0
547,TRANSFER,594471.04,C1886207550,594471.04,0.0,C1120946694,0.0,0.0,0
225,CASH_OUT,1385945.61,C945312738,1385945.61,0.0,C526780230,446776.76,1832722.37,0
40,PAYMENT,3047.18,C444502485,86241.11,83193.93,M175575489,0.0,0.0,0
326,CASH_IN,220827.35,C499468893,5582.0,226409.35,C955376957,961.0,0.0,0
300,PAYMENT,54232.08,C1074010767,0.0,0.0,M578939835,0.0,0.0,0
211,CASH_OUT,189500.6,C1512501494,13580.0,0.0,C1216174282,0.0,189500.6,0
211,TRANSFER,157137.97,C195008073,157137.97,0.0,C390992716,0.0,0.0,0
74,TRANSFER,3284197.88,C103236252,3284197.88,0.0,C1710384366,0.0,0.0,0
205,CASH_OUT,329358.39,C1589898920,0.0,0.0,C1505136161,439761.57,769119.96,0
351,TRANSFER,9772559.35,C417981063,9772559.35,0.0,C1176673721,0.0,0.0,0
699,CASH_OUT,62372.43,C1915659563,62372.43,0.0,C421781202,1195387.47,1257759.9,0
719,CASH_OUT,366896.03,C2113748548,366896.03,0.0,C2051326295,0.0,366896.03,0
690,PAYMENT,2467.97,C1151344699,841.0,0.0,M220515284,0.0,0.0,0
82,CASH_OUT,10000000.0,C1079335762,10000000.0,0.0,C615227407,373274.84,10373274.84,0
232,TRANSFER,33302.96,C1862192948,33302.96,0.0,C1146085253,0.0,0.0,0
7,CASH_OUT,441445.58,C398085606,441445.58,0.0,C2072030256,98993.5,0.0,0
146,TRANSFER,7114590.07,C2111007650,7114590.07,0.0,C830545754,0.0,0.0,0
370,CASH_IN,271484.79,C802870632,29500.0,300984.79,C1027174255,4609471.66,4337986.87,0
724,TRANSFER,309488.9,C296795076,309488.9,0.0,C658980177,0.0,0.0,0
442,CASH_OUT,355969.72,C1246229535,355969.72,0.0,C279162125,41883.35,397853.07,0
356,CASH_OUT,223322.75,C1537040328,0.0,0.0,C2029836974,1799936.78,2023259.52,0
560,CASH_OUT,730677.5,C512720959,730677.5,0.0,C1056205727,0.0,730677.5,0
203,PAYMENT,280.51,C2059095835,329811.19,329530.68,M1422488026,0.0,0.0,0
228,PAYMENT,20876.58,C441943714,0.0,0.0,M281958730,0.0,0.0,0
187,CASH_OUT,139769.39,C1050621650,0.0,0.0,C1765491230,986625.33,1126394.73,0
374,TRANSFER,54725.54,C65923557,54725.54,0.0,C246666772,0.0,0.0,0
139,PAYMENT,12203.5,C234158828,51972.0,39768.5,M798946090,0.0,0.0,0
259,CASH_OUT,476202.86,C66336323,0.0,0.0,C1930495545,1107448.88,1583651.74,0
356,TRANSFER,365814.93,C1929960925,49911.0,0.0,C1012867109,450118.4,815933.33,0
448,CASH_OUT,369505.41,C1841955309,369505.41,0.0,C565887974,141459.77,510965.18,0
554,CASH_OUT,10000000.0,C2038780073,10000000.0,0.0,C1355993578,0.0,10000000.0,0
484,TRANSFER,67692.41,C1373191789,67692.41,0.0,C542398643,0.0,0.0,0
386,TRANSFER,879810.51,C739793738,879810.51,0.0,C1971770785,0.0,0.0,0
730,CASH_OUT,10000000.0,C1700232450,10000000.0,0.0,C125311108,0.0,10000000.0,0
63,TRANSFER,14017.38,C156009552,14017.38,0.0,C2090793760,0.0,0.0,0
596,PAYMENT,11994.72,C1299700807,0.0,0.0,M678226208,0.0,0.0,0
35,TRANSFER,1499968.73,C652199619,13694.0,0.0,C1678403211,743908.73,2243877.46,0
289,TRANSFER,196149.04,C631032087,196149.04,0.0,C722271938,0.0,0.0,0
142,TRANSFER,346374.54,C171834973,346374.54,0.0,C1249377837,0.0,0.0,0
205,TRANSFER,566156.42,C1498185758,566156.42,0.0,C1639518321,0.0,0.0,0
331,TRANSFER,161859.16,C968443194,161859.16,0.0,C65648363,0.0,0.0,0
226,TRANSFER,1120740.2,C1178049186,20969.0,0.0,C1285503382,363088.04,1483828.24,0
40,CASH_OUT,120848.42,C301299265,0.0,0.0,C622636902,6531293.71,6652142.13,0
389,TRANSFER,1312947.27,C895840599,1312947.27,0.0,C180207582,0.0,0.0,0
448,TRANSFER,14133.69,C1634310470,14133.69,0.0,C826378920,0.0,0.0,0
186,CASH_IN,3701.15,C1771449118,5909064.26,5912765.41,C1546656945,1876097.02,2081307.94,0
227,CASH_OUT,4075956.58,C1194310018,4075956.58,0.0,C299514580,79992.36,4155948.94,0
239,CASH_IN,93503.97,C887746568,5168595.8,5262099.77,C40635919,834006.89,740502.92,0
208,CASH_OUT,131261.23,C1393901977,131261.23,0.0,C265146137,1856234.77,1987496.0,0
195,CASH_OUT,601657.23,C1756674752,601657.23,0.0,C1497532505,127078.82,728736.05,0
726,CASH_OUT,765104.94,C1722472158,765104.94,0.0,C2112033670,2272254.15,3037359.09,0
251,CASH_OUT,174260.04,C1272040551,0.0,0.0,C985151421,958846.68,1133106.72,0
372,CASH_IN,170158.11,C1434766115,1846315.9,2016474.0,C1282071098,523577.24,353419.13,0
625,TRANSFER,1040303.44,C1802530107,1040303.44,0.0,C84195630,0.0,0.0,0
143,CASH_IN,20540.92,C310338937,11457.0,31997.92,C40981167,195646.52,175105.6,0
395,CASH_IN,325875.45,C1148389309,20811.0,346686.45,C861116884,1265269.7,939394.25,0
40,CASH_OUT,471486.47,C2025106225,0.0,0.0,C224853536,1244964.9,1716451.37,0
547,TRANSFER,1139983.15,C666869003,1139983.15,0.0,C923969189,0.0,0.0,0
399,PAYMENT,3265.88,C2108074883,226111.0,222845.12,M1239519518,0.0,0.0,0
238,CASH_OUT,159695.67,C1597032301,2844.0,0.0,C1117082573,445714.42,605410.1,0
326,CASH_OUT,207122.16,C223500098,0.0,0.0,C890540645,9638010.78,9845132.94,0
468,TRANSFER,1455382.05,C1459301109,1455382.05,0.0,C1248513597,0.0,0.0,0
316,CASH_OUT,158279.4,C878032690,158279.4,0.0,C1366404133,778522.62,936802.02,0
277,PAYMENT,10043.87,C283140513,236508.93,226465.07,M1713730187,0.0,0.0,0
20,CASH_OUT,8697.87,C1514608081,0.0,0.0,C702846151,241706.12,410147.36,0
299,TRANSFER,1158358.08,C1857854292,1158358.08,0.0,C1179545940,0.0,0.0,0
374,TRANSFER,700523.69,C557416000,700523.69,0.0,C1372402495,0.0,0.0,0
308,CASH_OUT,136672.16,C1339465885,0.0,0.0,C1398369151,6744925.74,6881597.91,0
700,CASH_OUT,346103.09,C1642338581,346103.09,0.0,C2040491589,577831.92,923935.01,0
162,PAYMENT,1609.11,C1703038268,182517.79,180908.67,M728788662,0.0,0.0,0
80,TRANSFER,62134.33,C1710515368,62134.33,0.0,C1582805529,0.0,0.0,0
336,CASH_OUT,15560.34,C1454695063,15560.34,0.0,C1691293574,1013358.63,1028918.97,0
120,TRANSFER,49571.87,C117760847,49571.87,0.0,C578681858,0.0,0.0,0
354,CASH_IN,245551.4,C198910195,11104217.05,11349768.45,C1246478721,1371994.98,1126443.58,0
529,CASH_OUT,1773151.32,C1093594459,1773151.32,0.0,C50284383,775203.68,2548354.99,0
65,CASH_OUT,3760068.04,C1824157901,3760068.04,0.0,C675598051,622555.65,4382623.69,0
13,TRANSFER,694674.8,C1666693027,0.0,0.0,C931482420,1599727.15,2294401.94,0
264,TRANSFER,627586.04,C1202568375,627586.04,0.0,C1928207921,0.0,0.0,0
41,CASH_OUT,69670.25,C1094541591,0.0,0.0,C1676492144,1464439.93,1534110.18,0
636,CASH_OUT,654250.76,C1137855045,654250.76,0.0,C349558333,1218721.44,1872972.21,0
139,CASH_OUT,5541.42,C1525494474,0.0,0.0,C1148132543,227597.5,233138.92,0
521,CASH_OUT,27483.79,C744746510,27483.79,0.0,C1563109259,66220.65,93704.43,0
259,CASH_IN,93534.59,C690742151,93647.0,187181.59,C98925670,88875.28,0.0,0
469,CASH_IN,175577.97,C98716427,10778.0,186355.97,C228883285,598804.68,423226.71,0
287,CASH_OUT,177819.34,C1547397775,0.0,0.0,C1816014412,473467.19,651286.53,0
66,CASH_OUT,7169129.94,C877157675,7169129.94,0.0,C357180483,0.0,7169129.94,0
240,CASH_OUT,1294.38,C498378848,0.0,0.0,C721060004,73367.76,74662.14,0
253,TRANSFER,2415826.18,C549084804,2415826.18,0.0,C47190955,0.0,0.0,0
328,CASH_IN,539651.95,C1706342368,41194.0,580845.95,C1070577050,6971290.88,6431638.94,0
163,CASH_OUT,1153200.73,C991308011,1153200.73,0.0,C503187558,0.0,1153200.73,0
15,CASH_IN,177541.4,C1487306530,16101.84,193643.24,C476460499,439187.45,261646.05,0
165,CASH_OUT,98213.24,C238193443,0.0,0.0,C1364603342,492945.98,591159.22,0
307,CASH_OUT,29813.8,C882311318,0.0,0.0,C1632247565,3012038.62,3041852.41,0
330,PAYMENT,1390.57,C416831834,0.0,0.0,M256471878,0.0,0.0,0
438,CASH_OUT,4626269.69,C1879221342,4626269.69,0.0,C280556441,4501183.12,9127452.81,0
111,TRANSFER,3595911.39,C2078704475,3595911.39,0.0,C248250646,0.0,0.0,0
546,PAYMENT,6255.55,C2142291292,21380.0,15124.45,M1281157126,0.0,0.0,0
704,CASH_OUT,391855.44,C1221041967,391855.44,0.0,C2055287072,236228.52,628083.96,0
501,CASH_OUT,185391.82,C414975710,185391.82,0.0,C1058395716,0.0,185391.82,0
132,CASH_OUT,314647.68,C84322425,0.0,0.0,C1002469873,1820851.68,2135499.36,0
278,PAYMENT,13894.99,C372539167,1484.0,0.0,M54969481,0.0,0.0,0
131,CASH_OUT,53340.45,C1728402348,53340.45,0.0,C505193884,0.0,53340.45,0
