amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,Hour,Day,IsNight,IsBusinessHours,amount_log,amount_sqrt,balance_change_orig,balance_change_orig_pct,sender_depleted,balance_change_dest,balance_change_dest_pct,receiver_new_account,expected_balance_orig,balance_inconsistent,tx_count_24h,tx_count_7d,avg_amount_30d,max_amount_30d,std_amount_30d,is_amount_unusual,is_new_high_amount,amount_vs_avg_ratio,usual_hour_customer,is_unusual_hour,type_encoded,isFraud
298137.74,0.0,0.0,311741.99,609879.73,19,14,0,0,12.605314227613036,546.019908061968,0.0,0.0,1,298137.74,0.9563574789604732,0,-298137.74,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,1.8027472179621595,-1.0,0,1,0
8497.06,390563.66,382066.59,0.0,0.0,11,8,0,1,9.047593181134651,92.17949880532005,-8497.069999999949,-0.021755859836371138,0,0.0,0.0,1,382066.6,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.051379108447852144,-1.0,0,3,0
1172700.63,1172700.63,0.0,0.0,0.0,22,18,1,0,13.974820730402994,1082.9130297489266,-1172700.63,-0.999999147268176,1,0.0,0.0,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,1,1,7.090960031544385,-1.0,0,4,1
2910.77,1703.06,0.0,0.0,0.0,11,15,0,1,7.976516422680731,53.95155234096605,-1703.06,-0.999413166203068,1,0.0,0.0,1,-1207.71,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.017600530947969605,-1.0,0,3,0
38271.96,75120.0,36848.04,6791512.94,6829784.9,18,6,0,0,10.552498920607755,195.63220593757052,-38271.96,-0.5094708536893812,0,38271.95999999996,0.005635261936898853,0,36848.04,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.23141877112223047,-1.0,0,1,0
355061.79,0.0,0.0,11387334.06,11742395.85,10,9,0,1,12.780049926056762,595.8706151506382,0.0,0.0,1,355061.7899999991,0.031180411231352588,0,-355061.79,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,2.146949440641646,-1.0,0,1,0
79335.42,105861.0,26525.58,3893540.74,3972876.16,21,11,0,0,11.281452570791648,281.66543983953727,-79335.42,-0.7494230224254218,0,79335.41999999993,0.02037615757009964,0,26525.58,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.4797168841853416,-1.0,0,1,0
2205.55,2205.55,0.0,262952.99,265158.54,17,26,0,1,7.699185488774638,46.96328353086058,-2205.55,-0.9995468038340396,1,2205.5499999999884,0.00838758902270313,0,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.0133362825067918,-1.0,0,1,1
100578.94,91021.25,191600.18,1583106.82,1482527.88,14,7,0,1,11.51870811318571,317.14182947066445,100578.93,1.1049927902243681,0,-100578.94000000018,-0.06353258996598234,0,-9557.690000000002,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.6081699159273931,-1.0,0,0,0
59881.62,511678.0,451796.38,263887.86,323769.47,16,16,0,1,11.000141591751396,244.70721280746918,-59881.619999999995,-0.11702966117429091,0,59881.609999999986,0.22691981010490547,0,451796.38,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.362085738833558,-1.0,0,1,0
1049232.11,1049232.11,0.0,0.0,0.0,19,8,0,0,13.86357008385398,1024.3203161121037,-1049232.11,-0.9999990469229474,1,0.0,0.0,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,1,1,6.344383865320327,-1.0,0,4,1
629958.0,629958.0,0.0,0.0,0.0,3,5,1,0,13.353410016884883,793.6989353652933,-629958.0,-0.9999984125951054,1,0.0,0.0,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,1,1,3.80916227490356,-1.0,0,4,1
178616.12,178616.12,0.0,0.0,178616.12,12,18,0,1,12.092999799493514,422.63000366751055,-178616.12,-0.9999944014325166,1,178616.12,178616.12,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,1.0800367421219308,-1.0,0,1,1
160473.8,0.0,0.0,702767.64,863241.44,16,7,0,1,11.985892199879155,400.591812197903,0.0,0.0,1,160473.79999999993,0.22834513503619047,0,-160473.8,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.970335712968831,-1.0,0,1,0
1676936.79,1676936.79,0.0,0.0,0.0,11,23,0,1,14.332479944112501,1294.9659416370764,-1676936.79,-0.9999994036749569,1,0.0,0.0,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,1,1,10.139921007219328,-1.0,0,4,1
196561.69,196561.69,0.0,4186.45,200748.14,21,10,0,0,12.188736692490101,443.3527827813873,-196561.69,-0.999994912564536,1,196561.69,46.9406655601858,0,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,1.1885480845378396,-1.0,0,1,1
1399.22,0.0,0.0,0.0,0.0,9,7,0,1,7.244384646114847,37.406149227099014,0.0,0.0,1,0.0,0.0,1,-1399.22,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.008460652993200434,-1.0,0,3,0
407347.84,407347.84,0.0,0.0,0.0,8,26,0,0,12.917425198060743,638.2380747025361,-407347.84,-0.9999975451016382,1,0.0,0.0,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,2.4631071037933507,-1.0,0,4,1
76960.91,76960.91,0.0,651807.74,728768.66,6,30,1,0,11.251065903118942,277.4182942777927,-76960.91,-0.9999870065594786,1,76960.92000000004,0.11807285677083748,0,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.465358952524213,-1.0,0,1,1
10000000.0,14011314.1,4011314.1,0.0,0.0,8,10,0,0,16.118095750958314,3162.2776601683795,-10000000.0,-0.7137088794755605,0,0.0,0.0,1,4011314.0999999996,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,1,1,60.46692438072951,-1.0,0,4,1
235249.03,14544.0,249793.03,58204.69,0.0,10,0,0,1,12.368404184971528,485.02477256321663,235249.03,16.173876246132693,0,-58204.69,-0.9999828195490853,0,-220705.03,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,1.4224785307649968,-1.0,0,0,0
6749.18,6749.18,0.0,136928.04,143677.22,12,27,0,1,8.817324450177694,82.15339311312711,-6749.18,-0.9998518558023638,1,6749.179999999993,0.04928961745441283,0,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.040810215669193205,-1.0,0,1,1
7932.99,103327.0,95394.01,0.0,0.0,22,10,1,0,8.978911340675195,89.06733407933572,-7932.990000000005,-0.07677483353979565,0,0.0,0.0,1,95394.01,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.04796835064430834,-1.0,0,3,0
10599.15,14659.0,4059.85,0.0,0.0,20,12,0,0,9.268623430943432,102.95217336219766,-10599.15,-0.7229979536152796,0,0.0,0.0,1,4059.8500000000004,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.06408980015500092,-1.0,0,3,0
9296.32,72499.0,63202.68,0.0,0.0,23,4,1,0,9.137481465568795,96.4174258108979,-9296.32,-0.12822510344827587,0,0.0,0.0,1,63202.68,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.056211987845906336,-1.0,0,3,0
210691.92,210691.92,0.0,0.0,0.0,18,9,0,0,12.258156996949591,459.01189527069994,-210691.92,-0.999995253756035,1,0.0,0.0,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,1.2739892394270713,-1.0,0,4,1
302922.17,0.0,0.0,509132.65,1315321.63,10,8,0,1,12.621234487982194,550.3836570974833,0.0,0.0,1,806188.9799999999,1.5834525571036207,0,-302922.17,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,1.831677194663649,-1.0,0,1,0
32561.63,42148.0,9586.37,0.0,0.0,13,14,0,1,10.390920590810211,180.44841368102962,-32561.629999999997,-0.7725362404802011,0,0.0,0.0,1,9586.369999999999,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.19689016189232936,-1.0,0,3,0
665489.33,665489.33,0.0,1184319.45,1849808.78,8,7,0,0,13.408279386283485,815.7752938156437,-665489.33,-0.999998497348564,1,665489.3300000001,0.5619166079585978,0,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,1,1,4.024009299329235,-1.0,0,1,1
70173.64,70173.64,0.0,0.0,0.0,6,12,1,0,11.158742271184861,264.9030766148253,-70173.64,-0.9999857498378332,1,0.0,0.0,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.42431841834005357,-1.0,0,4,1
269472.43,0.0,0.0,449864.29,719336.72,21,16,0,0,12.50422507448943,519.107339574389,0.0,0.0,1,269472.43,0.5990069382770118,0,-269472.43,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,1.6294169047501426,-1.0,0,1,0
155926.42,155926.42,0.0,369481.23,525407.65,12,19,0,1,11.957145921556073,394.87519547320267,-155926.42,-0.9999935867597887,1,155926.42000000004,0.42201331306244433,0,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.942839104709787,-1.0,0,1,1
519265.17,0.0,0.0,539158.09,1058423.25,12,16,0,1,13.160171882322334,720.6005620314211,0.0,0.0,1,519265.16000000003,0.9631019297105796,0,-519265.17,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,1,1,3.1398367767936652,-1.0,0,1,0
1096187.24,1096187.24,0.0,0.0,1096187.24,2,0,1,0,13.907349483567259,1046.9896083533972,-1096187.24,-0.9999990877479218,1,1096187.24,1096187.24,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,1,1,6.628307094820059,-1.0,0,1,1
66550.0,66550.0,0.0,0.0,66550.0,18,14,0,0,11.105723850006383,257.9728667902886,-66550.0,-0.9999849739297682,1,66550.0,66550.0,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.4024073817537549,-1.0,0,1,1
194404.8,6833090.7,7027495.49,343161.52,148756.72,18,0,0,0,12.177703005954356,440.9135969779113,194404.79000000004,0.028450487500409228,0,-194404.80000000002,-0.5665094195018734,0,6638685.9,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,1.1755060340850845,-1.0,0,0,0
53338.82,53338.82,0.0,982332.85,1035671.67,4,10,1,0,10.884438423152133,230.95198635214203,-53338.82,-0.9999812522801914,1,53338.820000000065,0.05429805763081468,0,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.3225234395497343,-1.0,0,1,1
152460.32,24956.0,0.0,0.0,152460.32,11,0,0,1,11.934666203513443,390.4616754561195,-24956.0,-0.9999599310814601,1,152460.32,152460.32,1,-127504.32,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.9218806640501823,-1.0,0,1,0
22184.11,278373.87,256189.75,0.0,0.0,19,7,0,0,10.007176622105879,148.94331136375342,-22184.119999999995,-0.07969153250076055,0,0.0,0.0,1,256189.76,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.13414049018237853,-1.0,0,3,0
276136.3,0.0,0.0,1291835.12,1567971.42,18,15,0,0,12.528653484773324,525.4867267591067,0.0,0.0,1,276136.2999999998,0.21375489949917162,0,-276136.3,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,1.6697112770874438,-1.0,0,1,0
5445.68,0.0,0.0,0.0,0.0,15,0,0,1,8.602761527723304,73.7948507688714,0.0,0.0,1,0.0,0.0,1,-5445.68,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.03292835207616511,-1.0,0,3,0
390438.62,3170684.16,3561122.78,755424.44,364985.82,18,1,0,0,12.87502861402749,624.8508782101534,390438.61999999965,0.12314014173516982,0,-390438.61999999994,-0.5168460040212571,0,2780245.54,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,2.3608622510856385,-1.0,0,0,0
157821.65,916.0,0.0,1418831.4,1576653.05,14,14,0,1,11.96922721321526,397.2677308818324,-916.0,-0.9989094874591058,1,157821.65000000014,0.11123346915393259,0,-156905.65,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.9542989776191959,-1.0,0,1,0
61880.73,4164.0,0.0,110537.41,172418.14,18,10,0,0,11.032980261632984,248.75837674337723,-4164.0,-0.9997599039615847,1,61880.73000000001,0.5598120146653096,0,-57716.73,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.374173742153434,-1.0,0,1,0
813992.49,813992.49,0.0,24794625.2,25608617.69,23,22,1,0,13.6097076474097,902.2153235231599,-813992.49,-0.9999987714889464,1,813992.4900000021,0.03282939147515771,0,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,1,1,4.921962233931172,-1.0,0,1,1
2885466.96,2885466.96,0.0,0.0,0.0,17,1,0,1,14.875197649276675,1698.666229722602,-2885466.96,-0.9999996534357637,1,0.0,0.0,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,1,1,17.447531247341345,-1.0,0,4,1
279728.8,279728.8,0.0,0.0,0.0,23,6,1,0,12.541579416239125,528.8939402186415,-279728.8,-0.999996425121671,1,0.0,0.0,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,1.691434019671221,-1.0,0,4,1
1421383.57,0.0,0.0,5252728.4,6674111.97,15,12,0,1,14.167142003821429,1192.2179205162117,0.0,0.0,1,1421383.5699999994,0.27059904704019194,0,-1421383.57,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,1,1,8.594669284320135,-1.0,0,4,0
62898.81,62898.81,0.0,0.0,0.0,9,29,0,1,11.049298422016243,250.79635164810512,-62898.81,-0.9999841017007841,1,0.0,0.0,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.3803297587907873,-1.0,0,4,1
17733.57,17733.57,0.0,4802659.6,4820393.17,0,27,1,0,9.78327112107223,133.16745097808248,-17733.57,-0.9999436129548108,1,17733.570000000298,0.003692447057366556,0,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.10722944361903734,-1.0,0,1,1
163115.52,51392.0,0.0,0.0,222010.79,14,0,0,1,12.002220071033515,403.8756244192016,-51392.0,-0.9999805420971728,1,222010.79,222010.79,1,-111723.51999999999,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.9863093813163372,-1.0,0,1,0
80348.36,41925.0,0.0,137858.73,218207.08,17,7,0,1,11.294139405981479,283.4578628297335,-41925.0,-0.9999761484520345,1,80348.34999999998,0.5828268342031424,0,-38423.36,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.4858418208235632,-1.0,0,1,0
17484.18,19906.0,2421.82,0.0,17484.18,17,16,0,1,9.769108943982664,132.22775805404854,-17484.18,-0.8782930627417491,0,17484.18,17484.18,1,2421.8199999999997,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.10572145899190634,-1.0,0,1,0
4553004.39,4553004.39,0.0,26260.25,4579264.63,1,21,1,0,15.331298098151052,2133.7770244334342,-4553004.39,-0.9999997803648548,1,4553004.38,173.37348298348326,0,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,1,1,27.530617215525947,-1.0,0,1,1
29988.0,29988.0,0.0,0.0,0.0,19,1,0,0,10.308585926738967,173.17043627594174,-29988.0,-0.9999666544399614,1,0.0,0.0,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.18132821283293166,-1.0,0,4,1
116793.95,0.0,0.0,242178.89,358972.84,12,9,0,1,11.668175112140178,341.7512984613226,0.0,0.0,1,116793.95000000001,0.4822611406752229,0,-116793.95,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.7062170942776703,-1.0,0,1,0
16004.58,0.0,0.0,0.0,0.0,12,8,0,1,9.680692690422772,126.5092091509547,0.0,0.0,1,0.0,0.0,1,-16004.58,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.0967747728605336,-1.0,0,3,0
28805.19,0.0,0.0,102000.72,130805.91,17,16,0,1,10.26834557358533,169.72091798007693,0.0,0.0,1,28805.190000000002,0.2823990615060217,0,-28805.19,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.17417612455025458,-1.0,0,1,0
6669495.34,6669495.34,0.0,251579.17,6921074.51,23,19,1,0,15.71305490379631,2582.536609614663,-6669495.34,-0.9999998500636407,1,6669495.34,26.5104174943518,0,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,1,1,40.32838703814078,-1.0,0,1,1
422261.63,422261.63,0.0,872573.61,1294835.24,18,18,0,0,12.95338274541277,649.8166125915834,-422261.63,-0.9999976318055898,1,422261.63,0.4839261023192046,0,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,2.5532862050093583,-1.0,0,1,1
37714.71,0.0,0.0,0.0,0.0,18,16,0,0,10.537831997511569,194.2027548723241,0.0,0.0,1,0.0,0.0,1,-37714.71,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.22804925176111432,-1.0,0,3,0
522550.76,1033.0,0.0,131094.24,653645.0,22,5,1,0,13.166479320115725,722.8767253135212,-1033.0,-0.9990328820116054,1,522550.76,3.98603915748581,0,-521517.76,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,1,1,3.1597037290012735,-1.0,0,4,0
16050.32,24360.73,8310.41,0.0,0.0,20,15,0,0,9.683546368167047,126.68985752616506,-16050.32,-0.6588333422954774,0,0.0,0.0,1,8310.41,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.09705134857265105,-1.0,0,3,0
68898.76,0.0,0.0,0.0,0.0,11,16,0,1,11.14040797368654,262.48573294562124,0.0,0.0,1,0.0,0.0,1,-68898.76,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.4166096110846031,-1.0,0,3,0
274512.84,0.0,0.0,1317961.98,1592474.83,17,11,0,1,12.522756957604264,523.9397293582535,0.0,0.0,1,274512.8500000001,0.2082857061736287,0,-274512.84,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,1.6598947137819302,-1.0,0,1,0
362672.57,362672.57,0.0,3.51,362676.08,7,15,0,0,12.801258452475224,602.2230234722017,-362672.57,-0.9999972426995438,1,362672.57,80415.20399113082,0,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,2.192969486515483,-1.0,0,1,1
10401.52,4879199.48,4889601.0,1440872.89,1430471.37,14,15,0,1,9.249803363470004,101.98784241271113,10401.519999999553,0.002131808283475073,0,-10401.519999999786,-0.00721889685987702,0,4868797.960000001,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.06289479232846457,-1.0,0,0,0
357882.83,357882.83,0.0,901329.73,1259212.55,8,23,0,0,12.787963715515522,598.2330900242814,-357882.83,-0.9999972057971996,1,357882.82000000007,0.39706048855118925,0,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,2.164007401877148,-1.0,0,1,1
71781.37,9931.0,0.0,380448.78,452230.15,12,14,0,1,11.181394181710166,267.9204546129317,-9931.0,-0.9998993153443415,1,71781.37,0.18867502039296746,0,-61850.369999999995,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.43403986717351656,-1.0,0,1,0
5521483.54,5521483.54,0.0,5527212.34,11048695.88,21,2,0,0,15.524157320501624,2349.783721962513,-5521483.54,-0.9999998188892874,1,5521483.540000001,0.9989633474144135,0,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,1,1,33.38671276826227,-1.0,0,1,1
13524.17,246483.0,232958.83,0.0,0.0,11,1,0,1,9.51230767295177,116.29346499266414,-13524.170000000013,-0.05486834845263795,0,0.0,0.0,1,232958.83,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.08177649647021307,-1.0,0,3,0
272997.35,272997.35,0.0,0.0,0.0,8,14,0,0,12.517221030192788,522.4914831841759,-272997.35,-0.9999963369741979,1,0.0,0.0,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,1.6507310118589547,-1.0,0,4,1
245694.84,245694.84,0.0,0.0,0.0,13,8,0,1,12.411849627149005,495.67614427164034,-245694.84,-0.9999959299270187,1,0.0,0.0,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,1.4856411311015436,-1.0,0,4,1
251118.04,251118.04,0.0,0.0,0.0,5,25,1,0,12.433682368635,501.11679277390016,-251118.04,-0.9999960178248531,1,0.0,0.0,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,1.5184335535317008,-1.0,0,4,1
2491.85,2491.85,0.0,292572.02,295063.87,7,21,0,0,7.821181913241642,49.918433469010225,-2491.85,-0.9995988527187757,1,2491.8499999999767,0.008517019101761251,0,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.015067450551812083,-1.0,0,1,1
3797.17,107842.0,104044.83,0.0,0.0,21,15,0,0,8.242274650770725,61.621181423273605,-3797.1699999999983,-0.03521016663112115,0,0.0,0.0,1,104044.83,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.02296031912507747,-1.0,0,3,0
1658688.36,50706.0,0.0,0.0,1946377.64,9,5,0,1,14.321538306311476,1287.900757046132,-50706.0,-0.9999802788569625,1,1946377.64,1946377.64,1,-1607982.36,1,0.0,0.0,165378.66999999998,165378.66999999998,0.0,1,1,10.029578363531625,-1.0,0,4,0
8982.45,10395541.03,10404523.47,198093.38,189110.94,12,7,0,1,9.103139274597691,94.77578804736999,8982.440000001341,0.0008640665367981146,0,-8982.440000000002,-0.04534424449598218,0,10386558.58,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,0,0.05431411249036838,-1.0,0,0,0
376367.26,376367.26,0.0,0.0,376367.26,19,12,0,0,12.83832335795182,613.4877830894435,-376367.26,-0.9999973430278101,1,376367.26,376367.26,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,0,1,2.2757770649802365,-1.0,0,1,1
1064425.7,1064425.7,0.0,0.0,0.0,12,24,0,1,13.877946902325737,1031.7100852468197,-1064425.7,-0.9999990605271364,1,0.0,0.0,1,0.0,0,0.0,0.0,165378.66999999998,165378.66999999998,0.0,1,1,6.436254831080507,-1.0,0,4,1
